@KayKay121 dragged me to the library. Now I have to be productive 💔 https://t.co/HjZR3d5QaQ	 (timestamp: 2015-10-29 17:51:50)
19:00: Halloween Zwemdisco Inge de Bruin zwembad - https://t.co/R6yQdGXzk7	 (timestamp: 2015-10-30 15:32:01)
"""Who shot you Biggie""?? #YouretheWorst"	 (timestamp: 2015-10-30 15:32:01)
@diabloMarish hermosa❤️que tengas buen día	 (timestamp: 2015-10-30 15:32:01)
null	 (timestamp: NaT)
Tem um vídeo secreto que ta eu e sheik dançando...rs	 (timestamp: 2015-10-30 15:32:01)
@BtSquared2 God bless you, Brandy	 (timestamp: 2015-10-30 15:32:01)
es hermosa @ArianaGrande Artist Of The Year #AMAs https://t.co/FbfJMFemx9	 (timestamp: 2015-10-30 15:32:01)
See our latest #Ensenada #job and click to apply: Design Drafter - https://t.co/uMdamqlJaQ #Engineering #Hiring https://t.co/OpINsqm6pE	 (timestamp: 2015-10-30 15:32:01)
https://t.co/tsM5ocwbLh	 (timestamp: 2015-10-30 15:32:01)
When someone texts you to let you know they hate you... They clearly  missed the memo that I DO NOT CARE😊😊😊😊😊😊😊😊😊😊😊	 (timestamp: 2015-10-30 15:32:01)
やっと準備終わったので寝ます。寝ますっていうか一日ほぼ寝てたけど。結果的に復調せず。男祭りはおとなしく見ます。	 (timestamp: 2015-10-30 15:32:01)
"""Anyone needing additional time down the jetway may board at this time...""
*entire boarding area gets on plane*
Bye #Florida"	 (timestamp: 2015-10-30 15:32:01)
Bravo ! https://t.co/1UnnwOzBe8	 (timestamp: 2015-10-30 15:32:01)
"Навести порядок в компе✔️
Залить архив на облако✔️
🤘🏻😏 @ Bykovo, Ramensky District, Moscow Oblast https://t.co/uZu6CCOpuE"	 (timestamp: 2015-10-30 15:32:01)
#halloween @ Shibuya was out of this world. &lt;3 #japan @ Shibuya Crossing, Tokyo, Japan https://t.co/QykNnGyXIO	 (timestamp: 2015-10-30 15:32:01)
"Korean food for tonight!!!!
#korean #hotpot 
Enjoying my friday night
#antoneprod #antoneprodclothing… https://t.co/5ozrrd3MYb"	 (timestamp: 2015-10-30 15:32:01)
My uncle was accepted to MSU this morning!!! @Jared_Dietz2 https://t.co/aNqCkqCK6B	 (timestamp: 2015-10-30 15:32:01)
Hair goals #inspiration #hairspo volleberghkappers #rosegold @ Vollebergh Kappers https://t.co/z9RJSTfzqc	 (timestamp: 2015-10-30 15:32:01)
I'm at Çamdibi Konutları in Bornova https://t.co/LrYjdikRwO	 (timestamp: 2015-10-30 15:32:01)
quero dia 18 logo	 (timestamp: 2015-10-30 15:32:01)
null	 (timestamp: NaT)
Trying to remember all the good times	 (timestamp: 2015-10-30 15:32:01)
"""Explica pra ela ""
Explica o k7 
Nem venha me encher o saco"	 (timestamp: 2015-10-30 15:32:01)
"-Tenemos un amigo en comun
Ah mira
-La Sae
Ah y?"	 (timestamp: 2015-10-30 15:32:01)
https://t.co/0q6CI41ZhZ	 (timestamp: 2015-10-30 15:32:01)
Tanak lanjer aku sekali ker gais uhuks 👉👈 https://t.co/BAkTymxhW7	 (timestamp: 2015-10-30 15:32:01)
Finally got my winter BAPE, not done copping though. #Levels	 (timestamp: 2015-10-30 15:32:01)
@melaaaa_ig wooooaaahhhh	 (timestamp: 2015-10-30 15:32:01)
Vou fazer o que faço todos os dias: nada rs	 (timestamp: 2015-10-30 15:32:02)
Semua akan indah pada waktunya? Entah kui kapan😑	 (timestamp: 2015-10-30 15:32:02)
heard	 (timestamp: 2015-10-30 15:32:02)
@Victoria_23L Hola cielo, perdona que te moleste, puedes seguirme en mi fanclub @AbrahamMateoCas ? Gracias ^.^ #MiVoto40AbrahamMateo	 (timestamp: 2015-10-30 15:32:02)
So I give it away NO CHARGE! See somethings are free in life and given… https://t.co/0DsOSvbMWq	 (timestamp: 2015-10-30 15:32:02)
@AaronMunoz__ u da best dad evaaaaaa 🤗🤗	 (timestamp: 2015-10-30 15:32:02)
え？肉や野菜を煮込んだものの総称を「カリ」と言ってたんじゃないのか？	 (timestamp: 2015-10-30 15:32:02)
Bitch! Cause it's racist that's why  https://t.co/VeUnS3GIou	 (timestamp: 2015-10-30 15:32:02)
"@SicEmSports IDK. All I care about is s ""W""."	 (timestamp: 2015-10-30 15:32:01)
Imma start walking around with a Not Your Bitch sign	 (timestamp: 2015-10-30 15:32:02)
"にゃんにゃん
渡邊真由だよ～ん https://t.co/2dXYsqU0DZ"	 (timestamp: 2015-10-30 15:32:01)
Tu me apresenta essa mulher, meu irmão, te dava até um doce	 (timestamp: 2015-10-30 15:32:02)
https://t.co/VVTdZ1zANT	 (timestamp: 2015-10-30 15:32:01)
@vivirsinCFK_ya Gracias, buen finde!	 (timestamp: 2015-10-30 15:32:02)
gediknyaa yaa ampunn	 (timestamp: 2015-10-30 15:32:02)
😍😋😋 https://t.co/UgXaHYusY0	 (timestamp: 2015-10-30 15:32:02)
@SauceySammi Welcome!	 (timestamp: 2015-10-30 15:32:02)
#MiGranAmor Espectacular tema, me gusta mucho! Exitos y Bendiciones mis amores @omaracedo @OmarEnriqueVzla	 (timestamp: 2015-10-30 15:32:02)
@MsPcmnUnchained getting in trouble...smh.	 (timestamp: 2015-10-30 15:32:02)
null	 (timestamp: NaT)
Maria some toda semana, não sei o que aconteceria	 (timestamp: 2015-10-30 15:32:02)
Fode na onda do lança, fode na onda da bala🎶	 (timestamp: 2015-10-30 15:32:02)
null	 (timestamp: NaT)
good nigth！	 (timestamp: 2015-10-30 15:32:02)
@JuhiMoin hi	 (timestamp: 2015-10-30 15:32:02)
"Según Carlotto, si gana Macri ""algunos represores van a recuperar su libertad"". Y tal vez, alguno de ustedes ocupen su lugar y vayan en Kana"	 (timestamp: 2015-10-30 15:32:02)
Naalala ko nasagasaan ako ng taxi nung bata ako HAHAHAH yung peklat sa likod ko di pa din nawawala 😂	 (timestamp: 2015-10-30 15:32:02)
#feliz :D	 (timestamp: 2015-10-30 15:32:02)
null	 (timestamp: NaT)
Que siesta me voy a mandar 😂	 (timestamp: 2015-10-30 15:32:02)
null	 (timestamp: NaT)
@julia_earhart when I get paid next you're coming with me to get a kitten. Totally serious.	 (timestamp: 2015-10-30 15:32:02)
C'est une perverse putain	 (timestamp: 2015-10-30 15:32:02)
@hatem4067 আহারে!! এতো জ্যাম কেন আপনের লাইফে?	 (timestamp: 2015-10-30 15:32:02)
@ArianaGrande Follow me please focus is such a great song I ecanta already has 1 million visits in vevo 😘😍😍😍	 (timestamp: 2015-10-30 15:32:02)
@Giih_Agostinho @Bebadosfalando sadjsadasijdisad	 (timestamp: 2015-10-30 15:32:02)
@gt_low owh come on. You already know the truth. All Blacks will win this cup sekali lagi kan? Hahaha.	 (timestamp: 2015-10-30 15:32:02)
@OrejasDeSabueso Bns tardes Niko... Como estas	 (timestamp: 2015-10-30 15:32:02)
They Bash Bill Cosby All Day Everyday .. But This Jared dude Shit Getting Swept Under The Rug Nigga Is Fucking Sick	 (timestamp: 2015-10-30 15:32:02)
@ThreeUKSupport well i'll archive our tête-à-tête, and reproduce it on confirmation of what your front of house staff are telling us already	 (timestamp: 2015-10-30 15:32:02)
@AliBrustofski @MakeIshPromo i think your voice is very good.especially with madilyn bailey.	 (timestamp: 2015-10-30 15:32:02)
One day if she works hard enough... #brooke #BMW #i8 #DreamCar ❤️ @ Sytner BMW Sheffield https://t.co/yxYwuJPbS5	 (timestamp: 2015-10-30 15:32:02)
Mais um feriado vindo	 (timestamp: 2015-10-30 15:32:02)
Los 6 principios para aumentar el impacto de los #DatosAbiertos + info: https://t.co/fkTylodvr1 #OGP15 #AGA15 https://t.co/MCxUXlhJn2	 (timestamp: 2015-10-30 15:32:02)
"""vc é mt grossa"" ""legal, pena que foda-se"""	 (timestamp: 2015-10-30 15:32:02)
w tym roku to angielski to jest moj ulubuony przedmiot bo nic nie robie sprawdzian wyglada tak ze wszystko z neta spisuje i wywalone	 (timestamp: 2015-10-30 15:32:02)
Por lo que yo te quieeeeeroooo tendré que acostumbrarmeee 🎶🎶	 (timestamp: 2015-10-30 15:32:02)
@ThickLeeyonce please kidnap and do whatever you want with me 😆😍	 (timestamp: 2015-10-30 15:32:02)
Zombie 😍 (@ Casa bryan) https://t.co/ZW8G8H7IIR	 (timestamp: 2015-10-30 15:32:02)
@pom_aki まぁ…頑張れ。うんwwww	 (timestamp: 2015-10-30 15:32:02)
Okay, since I've sent my last tweet- the river has widened even more. 😔	 (timestamp: 2015-10-30 15:32:02)
@pipitopa71 che Vaticano sia politico è ovvio: il problema è perché altri gli debbano far decidere chi può fare o non fare il sindaco	 (timestamp: 2015-10-30 15:32:02)
Fin del primer tiempo https://t.co/RQkGwCEMtF	 (timestamp: 2015-10-30 15:32:02)
J'ai dépensé que 240 dont 100€ pas pour moi j'me suis surpassé mdr	 (timestamp: 2015-10-30 15:32:02)
les gusta ver	 (timestamp: 2015-10-30 15:32:02)
Sorte de quem #AndreMartinelliNaMensch for seu amor	 (timestamp: 2015-10-30 15:32:02)
Really need to shower now if I want to straight my hair for later but like I don't want to shower at all.	 (timestamp: 2015-10-30 15:32:02)
Ay..	 (timestamp: 2015-10-30 15:32:02)
"gente
gente
htgawm
gente!!!!!!!"	 (timestamp: 2015-10-30 15:32:02)
"コーチ新宿ストア 
1周年記念 イベント♪
限定バッグ 発売中♪ https://t.co/KAwDkkSART"	 (timestamp: 2015-10-30 15:32:02)
@__Veli lol they're curating their bank accounts	 (timestamp: 2015-10-30 15:32:02)
2 bad	 (timestamp: 2015-10-30 15:32:02)
@F1ghth1z и получишь от них по руке, азаз	 (timestamp: 2015-10-30 15:32:02)
#MiVoto40AbrahamMateo yo tanbien me asuste cuando vi la foto por eso la compartí para saber que pensaban	 (timestamp: 2015-10-30 15:32:03)
wiz got me turnt rn	 (timestamp: 2015-10-30 15:32:02)
"Hoje é sexta-feiraaaaaaa! 😃😎
Cor para o fds💅💅 #Vermelho #PretaGil #MuitoAmor madamsesmalteria @… https://t.co/thWrUiAv4k"	 (timestamp: 2015-10-30 15:32:02)
@_vano_vano @koffboy Да ты шоо ))пидерация наверно ?выясни смысл слова империя	 (timestamp: 2015-10-30 15:32:02)
Al menos esta vez el Adiós Dejó un Golpe! 😓😑😞😥😔🖕🏻 https://t.co/YXMSeTn49W	 (timestamp: 2015-10-30 15:32:02)
N vale apena correr atras de quem n move um passo por voce!! #cansei :/	 (timestamp: 2015-10-30 15:32:03)
タモリ倶楽部のタモさんのああああ、ああ、頭…	 (timestamp: 2015-10-30 15:32:03)
4-2-3-1 the new 4-4-2 in the sense everyone will use it and in 5 years people will want to avoid it like the plague!!	 (timestamp: 2015-10-30 15:32:03)
null	 (timestamp: NaT)
"@WQRadio_EC #RomeoVIPWQ YO quiero entrada xfa 😘😘
👉Rixi Mayorga 👈😉💛🎼
😢😢😢#RomeoVIPWQ ✋💝💕
😚 GUAYAQUIL 😙😏😗
Celular.👉0980447286📞👩7"	 (timestamp: 2015-10-30 15:32:03)
(...) ajuntarão para si mestres segundo os seus próprios desejos, 4 e não só desviarão os ouvidos da verdade, mas se voltarão às fábulas.	 (timestamp: 2015-10-30 15:32:03)
null	 (timestamp: NaT)
@Elkin_AG @GruzdevVladimir @Avilov_E вы там сами то были?въезд к домам и к этой мусорке-с Володарского!!	 (timestamp: 2015-10-30 15:32:03)
null	 (timestamp: NaT)
um mec mec tranquilinho, sem ser muito, explanado🎵	 (timestamp: 2015-10-30 15:32:03)
@RufinaCamejo @TheChinesseGirl @Efecto_Tequila Travestis de la Mentirasaaasasssss!!!!!	 (timestamp: 2015-10-30 15:32:03)
Сегодня два форевеэлона на расстоянии 2000 км тусовались по одиночке, а должны были тугезе!	 (timestamp: 2015-10-30 15:32:03)
ไปไหนกันดี https://t.co/PrfEMhkAXR	 (timestamp: 2015-10-30 15:32:03)
Envidia? No creo. Pero si deseo que les vaya súper chido y disfruten esta gran experiencia😎 @unbesobye @facufacundo #F1 #GPMexico	 (timestamp: 2015-10-30 15:32:03)
null	 (timestamp: NaT)
@K_O_I_F_R_A ▂▅▇█▓▒ (’ω’) ▒▓█▇▅▂	 (timestamp: 2015-10-30 15:32:03)
I'm at @SamsClubBrasil in São Paulo, SP https://t.co/USTf0OIROz	 (timestamp: 2015-10-30 15:32:03)
RT si quieres que te rieguen tu plantita https://t.co/u1o3S9Ki6s	 (timestamp: 2015-10-30 15:32:03)
@datddude_jho @j_anderson1320 yessssssss	 (timestamp: 2015-10-30 15:32:03)
Oh, great pumpkin.... https://t.co/8xTdpga4dx	 (timestamp: 2015-10-30 15:32:03)
Ya van como 5 rt de algo del diego	 (timestamp: 2015-10-30 15:32:03)
Hoje tem uma horinha de cardio sextão disposição pura ! Final de semana é meu dia de semana é dieta 😹👻	 (timestamp: 2015-10-30 15:32:03)
アンケート機能に誰が押したかって機能をこっそり自分だけに分かる機能つけて欲しい	 (timestamp: 2015-10-30 15:32:03)
@farrukh_tanveer @Mahymirza Life is hard But not impossible Positive life	 (timestamp: 2015-10-30 15:32:03)
"Attığın gol yediğin ofsayt olsun KARTALIM. 
#BesiktasınMacıVar"	 (timestamp: 2015-10-30 15:32:03)
I'm at Chez Moi https://t.co/HyB5HEIMwp	 (timestamp: 2015-10-30 15:32:03)
@touyasato 楽しい  場面がありすぎて なかなか 思い出せないけど でも いつも 新垣結衣さんは 可愛い服を着て 本から抜け出したみたい	 (timestamp: 2015-10-30 15:32:03)
You've never had respect for me in the first place	 (timestamp: 2015-10-30 15:32:03)
"Hoy es vierne y el cuerpo sabe!!
#follow #likes #instaselfie #live @ Cumana Miramar https://t.co/ZX4RttQLY5"	 (timestamp: 2015-10-30 15:32:03)
@DPsportseditor @TheNFLHistory @Proxytron losers	 (timestamp: 2015-10-30 15:32:03)
Not the bitch mobile 😦🚴🏿 https://t.co/vT6DYw1Cid	 (timestamp: 2015-10-30 15:32:03)
@Alright_ness_ trick	 (timestamp: 2015-10-30 15:32:03)
Nothing to see here. @ Pink Iron https://t.co/VvL2su98Fz	 (timestamp: 2015-10-30 15:32:03)
@bhengzkie02 @AlyssaValdezSbl @AlyssaValdez2 si Baldo po ba owner ng Ally's im so confused haha	 (timestamp: 2015-10-30 15:32:03)
８組めん➕ごんちゃん❤️＝モリハルナーズ オケオールでーす♪───Ｏ（≧∇≦）Ｏ────♪ https://t.co/U4RgQGp5Ml	 (timestamp: 2015-10-30 15:32:03)
Vontade de virar lesbica Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk	 (timestamp: 2015-10-30 15:32:03)
The Martian (OV), Rollberg (Neukölln), 20:30 tonight. Anybody want to join?	 (timestamp: 2015-10-30 15:32:03)
@Taylor_Niles 🆘 it won't get off of Twitter	 (timestamp: 2015-10-30 15:32:03)
"🍀 Hi @NiallOfficial 🍀
How are you? I hope you are fine 👦
What do you prefer?😱
Football or golf? ⚽ ⛳
I love u so much 💖
Follow me? 💫  x11.525"	 (timestamp: 2015-10-30 15:32:04)
oq é isso? #UKVOTY1D	 (timestamp: 2015-10-30 15:32:03)
fav or retweet if your Happy #corn 🌽 #soybeans 🌱#wheat 🍞 are all on the highs  #harvest15 #agchat 😀🚜	 (timestamp: 2015-10-30 15:32:04)
I'm at Universidade Presbiteriana @Mackenzie1870 in São Paulo, SP https://t.co/R3Ao1o0Tm1	 (timestamp: 2015-10-30 15:32:03)
#BCAAnajuRevelacaoTV https://t.co/NCoXcfck0m	 (timestamp: 2015-10-30 15:32:03)
I love you so much! come home 😩😍 https://t.co/kJavJXU4fX	 (timestamp: 2015-10-30 15:32:03)
aku bukann orangg kayaaa yg ada modal beribuu ribuuu..500 ringgit tu jee laa yg aku dok pusingg stiap harii..T_T	 (timestamp: 2015-10-30 15:32:04)
Eu estava tentando fazer tudo ficar bem, apenas fodi mais as coisas	 (timestamp: 2015-10-30 15:32:04)
"23
#MiRadioTiempoYAnaGabriel
#SuenaFuerte #TodoElTiempo"	 (timestamp: 2015-10-30 15:32:04)
A ver si el lunes empiezo el gym!! 💪	 (timestamp: 2015-10-30 15:32:04)
@redtubexo @hyukaje tu me fez chorar dayana, tu realmente me fez chorar?! eu tô chorando dayana! eu li isso ouvindo my answer na chinese...	 (timestamp: 2015-10-30 15:32:04)
No se cumplió con el plazo establecido https://t.co/4RL9I0iUJY	 (timestamp: 2015-10-30 15:32:04)
Parece que tenemos cinco años jajajaja	 (timestamp: 2015-10-30 15:32:04)
No me digas 'Te quieroooooo'	 (timestamp: 2015-10-30 15:32:04)
T SWIZZLE TOMORROW! 👏🏼😍	 (timestamp: 2015-10-30 15:32:03)
@AntiiaIgleesias bueno... Vaite tranquila... Non sempre se consigue todo a primeira	 (timestamp: 2015-10-30 15:32:03)
Damn can't believe drew Torres hit me bout this tape. Real recognize real #TGiH	 (timestamp: 2015-10-30 15:32:04)
null	 (timestamp: NaT)
o joao e tao alto q nem cm botas d salto alto e em cima do murro fico mais alta q ele	 (timestamp: 2015-10-30 15:32:04)
@cinonetsayang kalau kite ada motor dah lama kite ambik 👉👈	 (timestamp: 2015-10-30 15:32:04)
null	 (timestamp: NaT)
"さりげなくイラスト書いて欲しいって気持ちがあるｗ
誰か書いてー！ｗ"	 (timestamp: 2015-10-30 15:32:04)
Si ya embrouille	 (timestamp: 2015-10-30 15:32:04)
null	 (timestamp: NaT)
15:32 GMT: Temperature: 15.6°C, Wind: SSE, 1 mph (ave), 6 mph (gust), Humidity: 84%, Rain (hourly) 0.0 mm, Pressure: 1020 hPa, rising slowly	 (timestamp: 2015-10-30 15:32:04)
@piece0f_mind rogramming, Motherfucker!	 (timestamp: 2015-10-30 15:32:04)
Landon Gerth Starter Pack https://t.co/7dhTHMil88	 (timestamp: 2015-10-30 15:32:04)
Me duele banda la pansa	 (timestamp: 2015-10-30 15:32:04)
I honestly don't think the whole 'Zola' thing actually happened but it was an art project modern day retelling of The Odyssey	 (timestamp: 2015-10-30 15:32:04)
null	 (timestamp: NaT)
bana, 1 kere bile haksızlıga ugramamis ve hakki yenmemis takimin taraftari laga luga yapmasin, lutfen. hayir bi kere komik oluyor	 (timestamp: 2015-10-30 15:32:04)
#3 #saints vs #Giants in new Orleans. Saints 3 pnt favs	 (timestamp: 2015-10-30 15:32:04)
Presidential Candidate Event Expected To Draw Over 1,000 Attendees Two Weeks Before N.H. Primary https://t.co/KpPz42fCBu #nhpolitics #fitn	 (timestamp: 2015-10-30 15:32:04)
I'm thinking...what if she is the real kalena and you the catfish??.. Shit not adding up b https://t.co/n1s51ul9rS	 (timestamp: 2015-10-30 15:32:04)
Mit Schulden #Vermögen schaffen https://t.co/ncN6iu5Lx2	 (timestamp: 2015-10-30 15:32:04)
Its gonna be a great weekend I can tell! #habashwe @ Uvongo Beach https://t.co/JetI9UdDnn	 (timestamp: 2015-10-30 15:32:04)
Atm 🐷☺️😘💕 @bryantpili https://t.co/OIziQ5sMzB	 (timestamp: 2015-10-30 15:32:04)
Vou dormir de novo , bjj	 (timestamp: 2015-10-30 15:32:04)
No necesitamos relojes para saber que nos llegó la hora de volvernos locos.	 (timestamp: 2015-10-30 15:32:04)
Agak2 tahun aku grad tu, tmpt convocation dkt mne plk...hm	 (timestamp: 2015-10-30 15:32:04)
Bon a+	 (timestamp: 2015-10-30 15:32:04)
Anyone wanna buy 31's?	 (timestamp: 2015-10-30 15:32:04)
@KwrNe2 誰がミッチーや	 (timestamp: 2015-10-30 15:32:04)
Happy birthday to my best friend I love you Trev❤️✊🏻 @tmax1234 https://t.co/eyTcvO9tbB	 (timestamp: 2015-10-30 15:32:04)
Wow 👀 I definitely don't mind waiting for the @Amtrak Coastal Starlight in this beautiful station 🙌🏼🚂✨ https://t.co/IFrffyAUJ7	 (timestamp: 2015-10-30 15:32:04)
@CzerwinSS @Chstnjydlsrys naalala ko yung babaeng nakapolo kanina? Ayun, gusto ko ng sapakin hahahaha	 (timestamp: 2015-10-30 15:32:04)
"@imo_imolove @mayssa2288 @AmiraMarquaille @lilyachihad 
ماشفتيش البارح اش درت ليها بقات كتلوح ليا غير فالتصاور اللسان تشل ليها مت بالضحك😂😂😂😂"	 (timestamp: 2015-10-30 15:32:04)
@sseb22 @CPCHardware @assomo5 ça fait plaisir de lire ça :)	 (timestamp: 2015-10-30 15:32:04)
Плевать. Открою другой ноут и там все сделаю	 (timestamp: 2015-10-30 15:32:04)
I'm at Arlaque's house https://t.co/pbKI7ljxjz	 (timestamp: 2015-10-30 15:32:04)
@IamLucyWood Ah you're not scary. I think you're great :)	 (timestamp: 2015-10-30 15:32:04)
@jhnzlta sino hahaha?	 (timestamp: 2015-10-30 15:32:04)
"@chaaaanyo 今はYOK6やな…w
↑大和に対して鬼怖い6人…💦😫"	 (timestamp: 2015-10-30 15:32:04)
Sobre nós, ninguém vai saber de tudo... ❤💬	 (timestamp: 2015-10-30 15:32:04)
"На школьной дискотеке под песню ""твои сонные глаза"" вспомнила тот год😔😔"	 (timestamp: 2015-10-30 15:32:04)
First figure four of #fest . Many more to come! @ Comfort Inn University https://t.co/dHVI4JWDNY	 (timestamp: 2015-10-30 15:32:04)
I'm at Bahane Cafe in Istanbul, Cengelkoy https://t.co/xDBMXRhMgI	 (timestamp: 2015-10-30 15:32:04)
Se habrá tomado un te con miel después de haber gritado afuera de casa ?? Como le habrá quedado la garganta .... 😂 😂	 (timestamp: 2015-10-30 15:32:04)
